,TripLength
2138,18.7
2139,54.8
2140,7.6
2141,14.1
2142,22.9
2143,2.2
2144,15.5
2145,29.3
2146,8.0
2147,37.1
2148,24.7
2149,19.4
2150,1.5
2151,13.3
2152,41.9
2153,11.1
2154,15.7
2155,2.6
2156,35.2
2157,4.8
2158,6.15
2159,3.0
2160,6.8
2161,6.8
2162,68.3
2163,8.0
2164,10.3
2165,16.8
2166,20.5
2167,5.9
2168,69.1
2169,16.0
2170,21.8
2171,3.3
2172,17.4
2173,14.9
2174,9.9
2175,2.2
2176,7.1
2177,4.4
2178,26.4
2179,51.4
2180,3.0
2181,211.9
2182,17.0
2183,8.7
2184,2.4
2185,4.5
2186,3.4
2187,86.5
2188,10.12
2189,30.8
2190,5.1
2191,42.7
2192,3.6
2193,8.0
2194,10.3
2195,3.6
2196,5.7
2197,66.6
2198,7.1
2199,5.2
2200,36.7
2201,6.15
2202,6.9
2203,5.6
2204,18.89
2205,33.5
2206,22.8
2207,8.0
2208,7.6
2209,16.8
2210,13.0
2211,47.2
2212,3.8
2213,69.2
2214,6.1
2215,196.9
2216,35.0
2217,6.1
2218,6.7
2219,14.6
2220,3.6
2221,11.6
2222,24.2
2223,6.7
2224,17.0
2225,28.8
2226,14.1
2227,9.2
2228,35.0
2229,1.9
2230,15.4
2231,14.7
2232,11.6
2233,7.1
2234,13.0
2235,2.2
2236,6.1
2237,4.5
2238,7.4
2239,11.9
2240,8.0
2241,8.5
2242,8.0
2243,3.6
2244,9.2
2245,14.6
2246,1.9
2247,84.3
2248,8.6
2249,5.3
2250,20.9
2251,15.8
2252,8.5
2253,1.1
2254,12.6
2255,158.3
2256,33.7
2257,37.42
2258,16.3
2259,18.5
2260,1.8
2261,5.3
2262,1.9
2263,10.9
2264,5.0
2265,20.2
2266,2.3
2267,31.6
2268,22.1
2269,8.3
2270,33.0
2271,19.4
2272,31.7
2273,24.2
2274,1.9
2275,22.1
2276,25.8
2277,223.6
2278,16.72
2279,8.0
2280,36.6
2281,16.5
2282,90.0
2283,11.0
2284,33.0
2285,7.2
2286,15.2
2287,3.6
2288,8.3
2289,7.2
2290,14.8
2291,13.1
2292,6.0
2293,11.0
2294,5.7
2295,7.9
2296,11.4
2297,7.1
2298,4.9
2299,7.4
2300,23.7
2301,8.98
2302,13.38
2303,14.0
2304,8.6
2305,15.0
2306,7.6
2307,38.9
2308,23.32
2309,5.3
2310,6.0
2311,68.3
2312,19.7
2313,47.0
2314,1.6
2315,1.8
2316,22.7
2317,4.5
2318,11.4
2319,9.3
2320,15.4
2321,7.28
2322,14.0
2323,8.7
2324,23.5
2325,38.5
2326,64.6
2327,3.0
2328,30.2
2329,15.8
2330,133.6
2331,31.2
2332,45.8
2333,3.4
2334,26.8
2335,14.2
2336,9.6
2337,5.0
2338,18.0
2339,8.0
2340,18.7
2341,18.7
2342,13.3
2343,38.4
2344,10.7
2345,12.7
2346,15.5
2347,28.9
2348,29.3
2349,155.6
2350,1.8
2351,6.7
2352,23.8
2353,72.3
2354,36.7
2355,15.4
2356,30.3
2357,112.4
2358,13.4
2359,10.5
2360,4.1
2361,12.6
2362,26.3
2363,22.1
2364,7.6
2365,7.2
2366,97.7
2367,22.6
2368,33.1
2369,40.0
2370,15.5
2371,22.6
2372,150.7
2373,4.8
2374,27.6
2375,15.3
2376,28.6
2377,38.9
2378,1.9
2379,99.5
2380,10.9
2381,13.9
2382,21.7
2383,2.6
2384,4.2
2385,19.7
2386,8.6
2387,42.2
2388,11.9
2389,8.7
2390,13.3
2391,7.2
2392,3.1
2393,23.7
2394,11.6
2395,15.7
2396,191.4
2397,26.3
2398,12.8
2399,2.6
2400,1.9
2401,2.2
2402,42.9
2403,7.1
2404,14.7
2405,14.1
2406,10.8
2407,12.6
2408,38.5
2409,83.2
2410,14.4
2411,24.0
2412,7.1
2413,8.8
2414,8.0
2415,16.8
2416,7.9
2417,15.4
2418,7.6
2419,7.4
2420,2.4
2421,206.0
2422,5.0
2423,36.1
2424,5.6
2425,20.2
2426,8.4
2427,8.5
2428,24.0
2429,1.2
2430,24.7
2431,38.8
2432,7.6
2433,23.7
2434,15.9
2435,42.1
2436,23.7
2437,16.4
2438,11.9
2439,8.3
2440,11.5
2441,9.1
2442,3.6
2443,13.5
2444,6.0
2445,50.3
2446,11.0
2447,6.0
2448,17.2
2449,7.4
2450,13.3
2451,6.0
2452,10.6
2453,22.9
2454,11.9
2455,8.4
2456,12.1
2457,12.1
2458,11.4
2459,2.8
2460,15.8
2461,10.3
2462,4.1
2463,6.15
2464,4.0
2465,16.4
2466,28.1
2467,28.42
2468,43.1
2469,2.2
2470,1.9
2471,1.8
2472,23.5
2473,6.8
2474,7.9
2475,4.0
2476,28.6
2477,13.6
2478,4.8
2479,7.2
2480,18.4
2481,6.0
2482,1.65
2483,22.9
2484,9.3
2485,16.4
2486,9.7
2487,31.9
2488,15.3
2489,11.0
2490,26.5
2491,9.55
2492,2.3
2493,14.2
2494,15.8
2495,6.8
2496,16.3
2497,48.2
2498,14.2
2499,15.4
2500,8.8
2501,3.4
2502,7.8
2503,8.4
2504,19.72
2505,20.8
2506,3.3
2507,99.5
2508,39.82
2509,54.1
2510,23.8
2511,19.8
2512,1.1
2513,6.8
2514,108.6
2515,79.3
2516,15.0
2517,5.0
2518,14.0
2519,8.4
2520,2.2
2521,1.9
2522,5.5
2523,2.4
2524,6.8
2525,16.3
2526,7.6
2527,3.6
2528,29.6
2529,19.7
2530,3.4
2531,8.4
2532,34.4
2533,60.9
2534,10.9
2535,13.31
2536,4.4
2537,7.5
2538,8.3
2539,15.6
2540,3.6
2541,12.0
2542,3.2
2543,2.3
2544,15.5
2545,3.4
2546,7.5
2547,8.0
2548,22.7
2549,6.6
2550,3.6
2551,3.6
2552,8.8
2553,6.9
2554,17.9
2555,50.4
2556,19.5
2557,18.3
2558,57.9
2559,18.3
2560,15.7
2561,7.9
2562,31.2
2563,20.1
2564,10.6
2565,7.1
2566,4.9
2567,11.0
2568,94.02
2569,11.4
2570,6.2
2571,11.7
2572,15.8
2573,8.3
2574,5.7
2575,23.4
2576,63.7
2577,10.5
2578,16.0
2579,3.9
2580,8.4
2581,100.8
2582,11.6
2583,29.3
2584,6.9
2585,8.6
2586,8.0
2587,36.5
2588,165.4
2589,10.1
2590,11.4
2591,5.0
2592,20.6
2593,1.1
2594,11.2
2595,28.3
2596,2.0
2597,79.7
2598,22.7
2599,6.2
2600,44.4
2601,22.0
2602,19.8
2603,97.7
2604,15.0
2605,4.4
2606,3.3
2607,52.0
2608,6.0
2609,34.0
2610,24.7
2611,5.1
2612,11.17
2613,5.3
2614,18.2
2615,212.0
2616,15.0
2617,7.9
2618,7.1
2619,9.2
2620,5.0
2621,7.932
2622,16.0
2623,31.9
2624,16.8
2625,3.0
2626,49.3
2627,44.7
2628,8.7
2629,43.1
2630,17.4
2631,8.0
2632,4.5
2633,2.8
2634,2.0
2635,29.1
2636,29.1
2637,18.3
2638,2.8
2639,12.5
2640,23.78
2641,7.6
2642,26.8
2643,8.0
2644,6.0
2645,8.4
2646,12.8
2647,27.8
2648,35.7
2649,13.3
2650,2.2
2651,11.1
2652,38.9
2653,16.6
2654,15.9
2655,3.5
2656,3.0
2657,8.3
2658,17.0
2659,4.9
2660,3.5
2661,18.5
2662,39.85
2663,15.5
2664,9.9
2665,6.8
2666,12.5
2667,11.6
2668,2.2
2669,1.8
2670,3.0
2671,30.1
2672,7.1
2673,18.0
2674,18.3
2675,17.2
2676,7.6
2677,4.5
2678,2.6
2679,24.4
2680,23.5
2681,9.2
2682,11.2
2683,5.0
2684,8.4
2685,5.6
2686,30.3
2687,36.3
2688,13.3
2689,14.4
2690,7.8
2691,6.8
2692,26.4
2693,14.9
2694,18.7
2695,12.1
2696,8.6
2697,8.6
2698,11.0
2699,1.9
2700,7.6
2701,8.4
2702,3.6
2703,15.8
2704,16.8
2705,13.38
2706,12.7
2707,7.2
2708,8.8
2709,9.2
2710,3.2
2711,12.6
2712,12.6
2713,13.9
2714,2.6
2715,3.0
2716,10.7
2717,2.5
2718,13.3
2719,4.8
2720,4.8
2721,3.0
2722,8.0
2723,35.7
2724,16.72
2725,41.6
2726,208.1
2727,6.9
2728,2.7
2729,63.9
2730,10.8
2731,3.9
2732,3.9
2733,2.7
2734,42.9
2735,26.3
2736,5.0
2737,3.4
2738,6.4
2739,12.1
2740,1.9
2741,2.2
2742,3.3
2743,28.7
2744,7.2
2745,27.7
2746,11.9
2747,3.8
2748,51.7
2749,3.9
2750,8.6
2751,11.9
2752,33.9
2753,11.17
2754,13.1
2755,11.1
2756,15.5
2757,11.6
2758,13.3
2759,74.0
2760,11.6
2761,13.9
2762,18.2
2763,5.72
2764,5.0
2765,27.7
2766,9.3
2767,7.1
2768,1.65
2769,24.2
2770,13.4
2771,22.7
2772,9.3
2773,6.2
2774,4.1
2775,17.0
2776,3.4
2777,15.0
2778,7.6
2779,7.1
2780,5.1
2781,56.12
2782,1.8
2783,6.0
2784,11.0
2785,8.0
2786,12.5
2787,3.4
2788,20.1
2789,15.8
2790,2.7
2791,24.9
2792,7.6
2793,5.0
2794,85.9
2795,6.006
2796,18.0
2797,1.5
2798,1.9
2799,75.2
2800,66.0
2801,41.82
2802,17.12
2803,2.0
2804,34.7
2805,17.7
2806,25.5
2807,7.2
2808,8.8
2809,19.7
2810,7.1
2811,3.6
2812,33.5
2813,19.8
2814,19.8
2815,19.3
2816,18.0
2817,18.8
2818,15.9
2819,27.8
2820,23.3
2821,2.4
2822,18.7
2823,47.5
2824,12.92
2825,6.4
2826,34.0
2827,3.0
2828,3.4
2829,243.7
2830,28.8
2831,25.8
2832,2.0
2833,26.4
2834,56.3
2835,23.5
2836,18.7
2837,3.3
2838,28.7
2839,23.2
2840,164.0
2841,71.3
2842,6.4
2843,22.6
2844,34.0
2845,18.0
2846,26.4
2847,15.0
2848,2.0
2849,45.1
2850,8.4
2851,8.4
2852,107.3
2853,35.45
2854,3.2
2855,30.4
2856,19.7
2857,13.9
2858,26.8
2859,5.3
2860,11.4
2861,4.0
2862,19.0
2863,7.2
2864,7.2
2865,3.7
2866,136.9
2867,38.5
2868,47.02
2869,285.58
2870,8.0
2871,43.92
2872,4.8
2873,3.0
2874,3.4
2875,4.8
2876,18.8
2877,15.9
2878,23.5
2879,65.52
2880,7.2
2881,11.0
2882,19.4
2883,18.2
2884,8.0
2885,5.7
2886,11.4
2887,13.606
2888,20.8
2889,5.7
2890,90.4
2891,7.932
2892,23.7
2893,33.9
2894,2.7
2895,5.3
2896,29.9
2897,37.5
2898,7.5
2899,3.6
2900,11.9
2901,12.5
2902,6.7
2903,26.2
2904,5.0
2905,153.29
2906,22.7
2907,61.8
2908,1.6
2909,3.9
2910,5.1
2911,36.1
2912,20.1
2913,8.0
2914,46.3
2915,10.9
2916,33.0
2917,94.8
2918,1.9
2919,7.9
2920,3.6
2921,50.7
2922,16.8
2923,9.3
2924,8.0
2925,5.0
2926,7.9
2927,9.9
2928,9.9
2929,12.1
2930,8.6
2931,15.0
2932,31.6
2933,4.4
2934,36.32
2935,3.6
2936,19.7
2937,20.1
2938,7.9
2939,4.8
2940,12.6
2941,3.3
2942,1.1
2943,1.1
2944,14.6
2945,5.9
2946,2.6
2947,4.1
2948,33.7
2949,15.0
2950,10.3
2951,66.4
2952,3.5
2953,62.4
2954,16.9
2955,11.6
2956,13.9
2957,11.0
2958,7.2
2959,5.0
2960,19.8
2961,54.4
2962,7.6
2963,72.4
2964,86.0
2965,8.6
2966,17.3
2967,29.6
2968,18.0
2969,11.1
2970,3.9
2971,7.2
2972,3.6
2973,41.2
2974,3.0
2975,6.9
2976,2.0
2977,7.8
2978,5.1
2979,36.3
2980,11.6
2981,6.0
2982,34.6
2983,11.4
2984,2.6
2985,6.006
2986,13.1
2987,36.8
2988,15.8
2989,7.6
2990,7.6
2991,13.4
2992,5.0
2993,8.3
2994,2.7
2995,15.5
2996,82.0
2997,43.0
2998,13.606
2999,14.1
3000,3.2
3001,148.9
3002,19.6
3003,33.7
3004,96.7
3005,18.8
3006,7.6
3007,7.9
3008,27.7
3009,3.4
3010,6.8
3011,8.0
3012,1.6
3013,9.3
3014,19.4
3015,28.6
3016,28.4
3017,49.3
3018,8.3
3019,11.4
3020,16.2
3021,17.9
3022,20.2
3023,5.0
3024,9.5
3025,20.1
3026,26.3
3027,50.2
3028,8.6
3029,14.1
3030,55.5
3031,35.9
3032,11.4
3033,7.1
3034,21.2
3035,15.0
3036,30.4
3037,4.3
3038,11.6
3039,57.7
3040,16.8
3041,14.1
3042,46.8
3043,15.5
3044,26.5
3045,7.9
3046,18.4
3047,18.3
3048,13.0
3049,7.8
3050,2.2
3051,11.2
3052,4.1
3053,7.6
3054,6.8
3055,31.3
3056,7.6
3057,43.0
3058,130.2
3059,17.4
3060,27.6
3061,8.3
3062,39.31
3063,5.4
3064,23.5
3065,38.52
3066,25.9
3067,17.2
3068,139.9
3069,3.0
3070,4.4
3071,57.6
3072,56.932
3073,3.5
3074,85.5
3075,11.9
3076,2.8
3077,11.0
3078,3.6
3079,17.9
3080,29.3
3081,15.93
3082,1.65
3083,83.6
3084,6.0
3085,11.0
3086,7.0
3087,3.3
3088,35.0
3089,15.2
3090,5.6
3091,4.3
3092,4.8
3093,6.8
3094,16.0
3095,23.2
3096,33.9
3097,19.8
3098,5.1
3099,26.3
3100,5.7
3101,6.0
3102,16.2
3103,124.4
3104,26.6
3105,2.0
3106,5.1
3107,56.63
3108,10.8
3109,8.9
3110,27.1
3111,15.0
3112,18.62
3113,4.3
3114,12.1
3115,6.0
3116,14.6
3117,6.4
3118,26.4
3119,13.0
3120,6.1
3121,7.2
3122,3.5
3123,3.0
3124,8.7
3125,10.1
3126,9.55
3127,11.0
3128,2.3
3129,3.9
3130,18.5
3131,11.8
3132,15.0
3133,23.3
3134,11.4
3135,63.7
3136,26.67
3137,13.0
3138,4.3
3139,7.9
3140,3.5
3141,3.8
3142,2.3
3143,25.55
3144,29.3
3145,14.72
3146,6.8
3147,1.8
3148,11.6
3149,16.5
3150,4.4
3151,46.2
3152,24.1
3153,19.4
3154,50.3
3155,26.4
3156,7.2
3157,9.2
3158,36.7
3159,4.0
3160,1.6
3161,2.7
3162,3.5
3163,159.3
3164,7.2
3165,17.4
3166,17.4
3167,12.8
3168,11.6
3169,8.3
3170,15.2
3171,6.7
3172,128.4
3173,55.2
3174,10.3
3175,5.5
3176,10.5
3177,26.4
3178,32.2
3179,6.0
3180,16.3
3181,20.03
3182,9.3
3183,2.2
3184,10.5
3185,19.4
3186,3.2
3187,1.6
3188,8.5
3189,28.1
3190,6.7
3191,39.7
3192,14.4
3193,22.6
3194,6.006
3195,48.22
3196,9.6
3197,5.3
3198,32.1
3199,39.4
3200,16.6
3201,25.5
3202,7.8
3203,15.3
3204,9.3
3205,18.3
3206,10.02
3207,3.4
3208,126.1
3209,8.0
3210,5.72
3211,66.4
3212,19.4
3213,10.5
3214,9.2
3215,11.1
3216,10.02
3217,78.0
3218,6.006
3219,3.4
3220,18.6
3221,19.8
3222,19.7
3223,16.2
3224,39.6
3225,8.0
3226,55.5
3227,12.0
3228,35.0
3229,9.0
3230,37.6
3231,133.2
3232,51.2
3233,11.1
3234,34.6
3235,29.29
3236,30.4
3237,47.8
3238,8.4
3239,70.3
3240,98.7
3241,23.2
3242,7.2
3243,14.1
3244,8.5
3245,11.17
3246,2.7
3247,9.9
3248,25.8
3249,146.3
3250,2.2
3251,16.1
3252,18.2
3253,10.9
3254,20.1
3255,24.2
3256,3.3
3257,34.7
3258,19.8
3259,3.8
3260,11.4
3261,31.432
3262,26.8
3263,23.3
3264,126.0
3265,19.7
3266,36.02
3267,10.4
3268,4.1
3269,33.8
3270,222.4
3271,7.9
3272,17.2
3273,6.8
3274,21.3
3275,8.3
3276,2.7
3277,1.1
3278,26.2
3279,4.5
3280,4.5
3281,7.6
3282,41.5
3283,18.0
3284,29.1
3285,17.0
3286,29.1
3287,24.3
3288,19.0
3289,18.2
3290,2.6
3291,13.3
3292,2.2
3293,12.2
3294,66.6
3295,46.3
3296,5.72
3297,17.2
3298,8.3
3299,3.8
3300,15.9
3301,13.38
3302,28.8
3303,13.4
3304,3.2
3305,8.0
3306,7.1
3307,4.1
3308,8.0
3309,2.6
3310,14.9
3311,14.9
3312,29.68
3313,15.9
3314,4.4
3315,2.0
3316,4.88
3317,23.7
3318,259.48
3319,27.1
3320,20.9
3321,13.9
3322,5.7
3323,14.1
3324,40.0
3325,9.1
3326,12.4
3327,1.1
3328,221.6
3329,1.8
3330,8.0
3331,3.9
3332,19.6
3333,15.1
3334,3.0
3335,16.8
3336,1.2
3337,7.2
3338,39.6
3339,8.7
3340,34.2
3341,11.9
3342,9.2
3343,65.2
3344,10.9
3345,2.2
3346,3.0
3347,22.0
3348,131.3
3349,7.2
3350,78.8
3351,2.0
3352,2.7
3353,13.2
3354,3.4
3355,16.4
3356,2.3
3357,17.9
3358,12.6
3359,11.6
3360,20.1
3361,29.6
3362,59.12
3363,8.7
3364,73.7
3365,6.8
3366,13.4
3367,29.3
3368,2.4
3369,9.5
3370,4.3
3371,1.8
3372,41.6
3373,49.4
3374,8.7
3375,1.9
3376,13.1
3377,94.02
3378,7.9
3379,2.8
3380,40.1
3381,7.6
3382,22.0
3383,5.6
3384,39.0
3385,8.0
3386,54.5
3387,23.2
3388,3.4
3389,211.72
3390,3.4
3391,3.4
3392,9.9
3393,6.0
3394,8.0
3395,19.72
3396,22.6
3397,23.32
3398,2.4
3399,3.8
3400,52.5
3401,7.6
3402,16.0
3403,31.9
3404,8.8
3405,10.8
3406,6.2
3407,6.1
3408,4.0
3409,11.0
3410,6.7
3411,5.3
3412,9.9
3413,4.0
3414,17.3
3415,27.83
3416,16.2
3417,6.15
3418,32.3
3419,37.6
3420,16.0
3421,7.6
3422,10.5
3423,91.3
3424,61.8
3425,50.3
3426,14.1
3427,18.3
3428,50.3
3429,103.9
3430,1.9
3431,4.5
3432,1.2
3433,35.2
3434,4.3
3435,5.0
3436,15.0
3437,13.3
3438,18.7
3439,11.4
3440,13.6
3441,6.8
3442,13.9
3443,11.0
3444,9.3
3445,12.0
3446,3.3
3447,5.4
3448,7.6
3449,9.55
3450,23.5
3451,43.72
3452,8.3
3453,15.9
3454,29.1
3455,5.6
3456,7.8
3457,22.6
3458,26.3
3459,24.8
3460,9.2
3461,17.4
3462,6.7
3463,48.2
3464,11.9
3465,3.5
3466,18.5
3467,112.9
3468,8.0
3469,5.2
3470,23.5
3471,11.4
3472,119.7
3473,15.5
3474,11.2
3475,7.6
3476,8.0
3477,11.9
3478,19.4
3479,6.0
3480,26.81
3481,12.0
3482,22.0
3483,32.4
3484,15.9
3485,46.0
3486,4.1
3487,16.4
3488,7.1
3489,9.9
3490,24.3
3491,36.1
3492,7.4
3493,2.2
3494,18.5
3495,9.3
3496,4.8
3497,29.1
3498,51.92
3499,16.0
3500,35.9
3501,46.7
3502,6.9
3503,12.8
3504,14.2
3505,10.8
3506,25.3
3507,15.3
3508,32.1
3509,22.0
3510,4.0
3511,7.0
3512,7.932
3513,6.5
3514,20.3
3515,7.2
3516,77.3
3517,1.1
3518,3.5
3519,3.6
3520,23.3
3521,7.6
3522,78.5
3523,23.3
3524,14.72
3525,38.5
3526,8.4
3527,50.3
3528,44.6
3529,1.7
3530,18.62
3531,5.0
3532,5.0
3533,2.2
3534,39.9
3535,11.9
3536,5.3
3537,10.5
3538,17.3
3539,18.0
3540,14.6
3541,9.4
3542,10.5
3543,65.4
3544,6.4
3545,2.7
3546,9.5
3547,11.1
3548,2.2
3549,19.4
3550,33.7
3551,8.3
3552,34.6
3553,71.7
3554,25.3
3555,139.9
3556,7.6
3557,13.2
3558,3.4
3559,12.5
3560,295.5
3561,4.4
3562,13.0
3563,20.1
3564,31.7
3565,5.0
3566,91.8
3567,4.4
3568,51.2
3569,14.2
3570,116.3
3571,148.1
3572,9.9
3573,7.1
3574,1.9
3575,4.4
3576,49.9
3577,20.8
3578,19.4
3579,10.6
3580,33.7
3581,26.0
3582,1.6
3583,8.0
3584,13.4
3585,11.4
3586,2.6
3587,6.8
3588,15.5
3589,67.8
3590,7.5
3591,15.0
3592,7.1
3593,18.2
3594,12.5
3595,39.7
3596,24.6
3597,128.9
3598,3.9
3599,10.0
3600,6.8
3601,57.55
3602,6.1
3603,14.2
3604,11.6
3605,9.3
3606,13.6
3607,8.8
3608,52.1
3609,5.0
3610,30.2
3611,62.3
3612,34.6
3613,16.6
3614,12.2
3615,7.2
3616,4.4
3617,11.1
3618,10.3
3619,109.8
3620,13.9
3621,2.7
3622,24.9
3623,10.3
3624,12.5
3625,7.1
3626,78.4
3627,2.0
3628,7.6
3629,15.5
3630,45.4
3631,21.7
3632,164.6
3633,17.0
3634,37.1
3635,15.4
3636,3.5
3637,83.2
3638,1.2
3639,3.0
3640,10.3
3641,3.9
3642,30.5
3643,89.1
3644,13.9
3645,13.3
3646,2.6
3647,8.4
3648,17.2
3649,7.6
3650,15.5
3651,22.3
3652,18.2
3653,15.2
3654,29.35
3655,6.7
3656,5.3
3657,118.17
3658,13.1
3659,7.4
3660,6.8
3661,33.7
3662,14.6
3663,7.1
3664,2.6
3665,57.4
3666,10.5
3667,10.9
3668,7.4
3669,7.1
3670,14.0
3671,2.0
3672,2.0
3673,26.2
3674,36.1
3675,7.6
3676,4.3
3677,17.0
3678,10.5
3679,10.5
3680,19.4
3681,38.6
3682,2.6
3683,5.1
3684,19.4
3685,33.9
3686,32.3
3687,7.2
3688,24.7
3689,22.6
3690,2.7
3691,9.2
3692,18.8
3693,2.7
3694,8.8
3695,51.18
3696,50.3
3697,14.72
3698,1.9
3699,6.0
3700,7.2
3701,13.3
3702,6.4
3703,8.3
3704,6.2
3705,26.4
3706,11.0
3707,14.0
3708,13.3
3709,18.5
3710,3.6
3711,5.0
3712,11.6
3713,7.6
3714,3.0
3715,10.5
3716,8.98
3717,35.45
3718,14.0
3719,3.6
3720,17.0
3721,86.5
3722,49.5
3723,6.0
3724,39.42
3725,45.8
3726,3.9
3727,16.2
3728,47.5
3729,4.8
3730,6.8
3731,16.2
3732,2.6
3733,13.3
3734,5.0
3735,54.1
3736,13.606
3737,57.4
3738,8.4
3739,38.52
3740,35.1
3741,8.98
3742,31.55
3743,4.2
3744,1.7
3745,3.0
3746,5.0
3747,12.5
3748,18.3
3749,12.7
3750,3.9
3751,18.2
3752,52.0
3753,7.2
3754,8.6
3755,38.2
3756,16.0
3757,7.6
3758,11.4
3759,2.6
3760,3.0
3761,11.2
3762,153.6
3763,7.6
3764,11.4
3765,64.9
3766,34.7
3767,10.5
3768,6.0
3769,3.8
3770,15.0
3771,15.5
3772,22.1
3773,18.0
3774,3.6
3775,12.1
3776,68.5
3777,7.8
3778,165.3
3779,17.2
3780,9.6
3781,5.2
3782,13.3
3783,13.31
3784,6.8
3785,31.6
3786,1.1
3787,23.7
3788,44.2
3789,3.9
3790,79.0
3791,10.5
3792,8.0
3793,72.2
3794,5.1
3795,20.2
3796,11.6
3797,10.2
3798,45.9
3799,2.2
3800,7.4
3801,13.6
3802,63.9
3803,331.5
3804,4.1
3805,9.3
3806,63.1
3807,15.2
3808,9.1
3809,8.6
3810,5.3
3811,26.8
3812,31.3
3813,6.2
3814,13.0
3815,27.6
3816,17.5
3817,9.9
3818,22.8
3819,11.2
3820,6.0
3821,7.8
3822,19.7
3823,1.5
3824,227.32
3825,48.0
3826,152.5
3827,17.4
3828,66.9
3829,2.2
3830,19.5
3831,3.4
3832,6.8
3833,82.5
3834,65.3
3835,14.6
3836,12.5
3837,9.9
3838,6.8
3839,11.2
3840,11.2
3841,38.7
3842,5.4
3843,5.6
3844,14.4
3845,57.0
3846,18.3
3847,23.0
3848,2.4
3849,113.8
3850,6.0
3851,6.0
3852,7.6
3853,30.3
3854,31.7
3855,7.1
3856,21.8
3857,10.3
3858,4.2
3859,8.7
3860,12.3
3861,9.1
3862,10.5
3863,5.1
3864,3.9
3865,1.9
3866,18.2
3867,5.72
3868,8.1
3869,15.8
3870,10.3
3871,23.9
3872,3.4
3873,4.0
3874,86.0
3875,2.2
3876,3.0
3877,39.1
3878,6.9
3879,9.9
3880,11.0
3881,27.8
3882,3.6
3883,3.6
3884,10.5
3885,1.9
3886,62.1
3887,95.4
3888,29.6
3889,7.9
3890,37.8
3891,7.0
3892,19.4
3893,5.1
3894,55.77
3895,82.0
3896,3.3
3897,7.1
3898,5.0
3899,63.1
3900,5.4
3901,7.2
3902,9.3
3903,7.6
3904,17.0
3905,8.3
3906,29.6
3907,13.5
3908,1.2
3909,13.3
3910,8.3
3911,7.4
3912,2.6
3913,18.0
3914,83.08
3915,41.8
3916,48.2
3917,13.3
3918,223.8
3919,3.3
3920,34.6
3921,6.0
3922,8.5
3923,293.8
3924,33.4
3925,4.4
3926,27.5
3927,17.5
3928,69.9
3929,1.7
3930,22.8
3931,41.5
3932,23.3
3933,22.6
3934,5.0
3935,48.0
3936,3.0
3937,2.6
3938,49.8
3939,6.1
3940,2.0
3941,10.9
3942,11.5
3943,2.4
3944,11.8
3945,59.0
3946,67.8
3947,9.1
3948,8.6
3949,17.0
3950,13.1
3951,24.0
3952,16.6
3953,13.4
3954,10.2
3955,22.4
3956,8.0
3957,5.8
3958,4.8
3959,22.6
3960,12.5
3961,29.3
3962,4.8
3963,12.2
3964,3.7
3965,105.3
3966,4.5
3967,5.1
3968,26.3
3969,18.6
3970,27.6
3971,5.6
3972,10.4
3973,3.8
3974,27.3
3975,22.4
3976,2.6
3977,31.6
3978,125.1
3979,1.8
3980,22.7
3981,4.4
3982,20.1
3983,14.1
3984,8.0
3985,30.7
3986,11.8
3987,238.0
3988,36.1
3989,5.0
3990,12.0
3991,3.2
3992,38.9
3993,8.4
3994,5.0
3995,16.72
3996,5.0
3997,52.7
3998,2.3
3999,10.7
4000,32.4
4001,3.6
4002,26.0
4003,17.4
4004,74.5
4005,6.9
4006,15.5
4007,7.1
4008,26.22
4009,8.3
4010,11.9
4011,139.9
4012,71.7
4013,21.5
4014,96.6
4015,19.0
4016,38.7
4017,1.6
4018,28.4
4019,2.6
4020,22.4
4021,17.9
4022,7.6
4023,14.2
4024,19.7
4025,33.9
4026,9.3
4027,11.4
4028,127.0
4029,11.1
4030,35.0
4031,10.9
4032,5.7
4033,5.3
4034,30.3
4035,7.8
4036,37.3
4037,3.5
4038,6.0
4039,42.2
4040,8.98
4041,41.0
4042,31.8
4043,6.1
4044,3.7
4045,10.5
4046,90.3
4047,10.8
4048,3.5
4049,325.9
4050,13.0
4051,10.0
4052,31.8
4053,2.0
4054,1.2
4055,6.9
4056,10.4
4057,8.0
4058,3.0
4059,1.1
4060,4.8
4061,5.7
4062,3.4
4063,4.1
4064,7.1
4065,2.2
4066,8.7
4067,24.3
4068,5.4
4069,5.2
4070,28.8
4071,8.5
4072,11.6
4073,11.6
4074,8.4
4075,15.9
4076,3.7
4077,1.6
4078,16.5
4079,4.9
4080,6.15
4081,20.1
4082,2.2
4083,24.2
4084,38.4
4085,25.1
4086,18.5
4087,31.7
4088,15.8
4089,15.5
4090,50.0
4091,55.8
4092,287.0
4093,38.2
4094,10.9
4095,61.6
4096,5.3
4097,2.0
4098,8.3
4099,8.5
4100,4.1
4101,4.1
4102,137.0
4103,28.3
4104,34.4
4105,7.2
4106,3.7
4107,15.9
4108,22.7
4109,35.0
4110,22.0
4111,19.4
4112,29.6
4113,13.4
4114,152.1
4115,1.6
4116,5.0
4117,22.7
4118,41.32
4119,29.35
4120,2.0
4121,17.5
4122,11.1
4123,4.0
4124,118.9
4125,6.9
4126,8.0
4127,14.72
4128,89.9
4129,1.5
4130,2.0
4131,11.0
4132,65.52
4133,14.2
4134,10.8
4135,77.1
4136,3.6
